Incident_ID,Open_Time,Handle_Time_hrs,CI_Name_enc,CI_Cat_enc,CI_Subcat_enc,Closure_Code_enc,Priority_enc,Impact_enc,Urgency_enc,Resolution_SLA_Breach,Has_KB
IM0041446,2014-05-03 16:05:00,3665.4166666666665,1050,2,10,1,4,4,4,True,1
IM0041447,2014-05-03 16:05:00,739.9,2454,2,45,10,3,3,3,True,1
IM0041449,2014-05-03 16:25:00,737.4166666666666,2575,2,45,10,3,3,3,True,1
IM0041450,2014-05-03 16:33:00,,2758,12,58,4,4,4,4,False,1
IM0041451,2014-05-03 17:01:00,737.7666666666667,2725,12,58,12,3,3,3,True,1
IM0041452,2014-05-03 13:10:00,,2487,2,45,6,3,3,3,False,1
IM0041453,2014-05-03 13:13:00,5139.416666666667,2584,2,45,6,3,3,3,True,1
IM0041454,2014-05-03 13:26:00,3.533333333333333,2263,11,41,6,3,3,3,False,1
IM0041455,2014-05-03 13:34:00,745.4166666666666,2487,2,45,6,3,3,3,True,1
IM0041456,2014-05-03 13:38:00,740.95,2863,2,58,10,3,3,3,True,1
IM0041457,2014-05-03 13:41:00,745.6166666666667,1083,4,21,1,4,4,4,True,1
IM0041459,2014-05-03 13:56:00,3666.8,1090,4,21,1,4,4,4,True,1
IM0041460,2014-05-03 14:06:00,740.1166666666667,2684,12,45,6,4,4,4,True,1
IM0041461,2014-05-03 14:09:00,0.9166666666666666,2818,2,58,10,4,4,4,False,1
IM0041462,2014-05-03 14:15:00,0.4,2834,2,58,10,3,3,3,False,1
IM0041463,2014-05-03 14:28:00,738.4166666666666,2452,2,45,0,3,3,3,True,1
IM0041464,2014-05-03 14:28:00,,2874,2,58,10,4,4,4,False,1
IM0041465,2014-05-03 14:32:00,1458.9666666666667,2725,12,58,6,3,3,3,True,1
IM0041466,2014-05-03 14:36:00,1.35,2725,12,58,4,3,3,3,False,1
IM0041467,2014-05-03 14:38:00,738.5333333333333,2874,2,58,13,3,3,3,True,1
IM0041468,2014-05-03 14:41:00,738.4666666666667,2874,2,58,6,3,3,3,True,1
IM0041469,2014-05-03 14:45:00,3667.483333333333,1090,4,21,5,4,4,4,True,1
IM0041470,2014-05-03 14:46:00,742.7333333333333,2820,2,58,4,3,3,3,True,1
IM0041471,2014-05-03 14:49:00,737.3,2820,2,58,0,3,3,3,True,1
IM0041472,2014-05-03 14:52:00,0.6166666666666667,2725,12,58,12,3,3,3,False,1
IM0041473,2014-05-03 15:00:00,0.3,2839,2,58,12,3,3,3,False,1
IM0041474,2014-05-03 15:02:00,0.8,2452,2,45,4,3,3,3,False,1
IM0041475,2014-05-03 15:07:00,737.85,2684,12,45,0,4,4,4,True,1
IM0041476,2014-05-03 15:09:00,0.9166666666666666,2869,2,58,13,4,4,4,False,1
IM0041477,2014-05-03 15:13:00,,2725,12,58,6,3,3,3,False,1
IM0041478,2014-05-03 15:15:00,3666.55,2874,2,58,11,4,4,4,True,1
IM0041479,2014-05-03 15:16:00,744.9166666666666,2869,2,58,4,3,3,3,True,1
IM0041480,2014-05-03 15:17:00,1.7333333333333334,17,2,4,10,3,3,3,False,1
IM0041481,2014-05-03 15:26:00,1457.4666666666667,2846,2,58,4,3,3,3,True,1
IM0041482,2014-05-03 15:28:00,1.6,2263,11,41,6,3,3,3,False,1
IM0041483,2014-05-03 15:31:00,0.8333333333333334,2818,2,58,10,4,4,4,False,1
IM0041484,2014-05-03 15:38:00,3667.3166666666666,2452,2,45,11,3,3,3,True,1
IM0041485,2014-05-03 15:45:00,0.9833333333333333,2834,2,58,10,3,3,3,False,1
IM0041486,2014-05-03 15:51:00,741.7833333333333,2285,2,45,6,5,5,2,True,1
IM0041487,2014-05-03 15:52:00,,2580,2,45,6,4,4,4,False,1
IM0041488,2014-05-03 15:56:00,0.7833333333333333,2725,12,58,12,3,3,3,False,1
IM0041489,2014-05-03 16:04:00,0.5833333333333334,2725,12,58,6,3,3,3,False,1
IM0041490,2014-05-03 16:13:00,4412.9,991,2,10,4,3,3,3,True,1
IM0041491,2014-05-03 16:16:00,1460.6333333333334,2442,2,45,11,4,4,4,True,1
IM0041492,2014-05-03 16:19:00,0.23333333333333334,1014,2,10,4,3,3,3,False,1
IM0041493,2014-05-03 16:23:00,0.5,1081,7,20,1,4,4,4,False,1
IM0041494,2014-05-03 14:05:00,3668.15,1090,4,21,5,4,4,4,True,1
IM0041495,2014-05-03 14:25:00,1463.7666666666667,2489,2,45,10,4,4,4,True,1
IM0041496,2014-05-03 14:37:00,1.0166666666666666,2550,2,45,4,5,5,2,False,1
IM0041497,2014-05-03 14:52:00,3667.3,1088,4,21,6,4,4,4,True,1
IM0041498,2014-05-03 15:03:00,1459.25,2489,2,45,6,4,4,4,True,1
IM0041499,2014-05-03 15:05:00,,2863,2,58,10,3,3,3,False,1
IM0041500,2014-05-03 15:13:00,745.1166666666667,1080,7,19,1,4,4,4,True,1
IM0041501,2014-05-03 15:13:00,3672.1666666666665,2821,2,58,6,4,4,4,True,1
IM0041502,2014-05-03 15:13:00,745.1666666666666,1080,7,19,1,4,4,4,True,1
IM0041503,2014-05-03 15:14:00,745.0666666666667,1080,7,19,1,4,4,4,True,1
IM0041504,2014-05-03 15:21:00,1463.35,1092,4,21,6,4,4,4,True,1
IM0041505,2014-05-03 15:22:00,1.1833333333333333,2489,2,45,6,4,4,4,False,1
IM0041506,2014-05-03 15:31:00,3666.8,2056,6,27,1,3,3,3,True,1
IM0041507,2014-05-03 15:53:00,,2818,2,58,6,4,4,4,False,1
IM0041508,2014-05-03 15:55:00,739.0166666666667,2863,2,58,6,3,3,3,True,1
IM0041509,2014-05-03 15:56:00,,2821,2,58,6,4,4,4,False,1
IM0041510,2014-05-03 16:11:00,4414.9,2489,2,45,6,4,4,4,True,1
IM0041511,2014-05-03 16:29:00,1463.9666666666667,2755,12,58,10,3,3,3,True,1
IM0041512,2014-05-03 16:30:00,3671.3,1050,2,10,10,5,5,2,True,1
IM0041513,2014-05-03 16:50:00,0.0,2573,2,45,6,2,2,2,False,1
IM0041514,2014-05-03 16:59:00,735.3666666666667,2849,2,58,10,3,3,3,True,1
IM0041515,2014-05-03 17:00:00,,936,4,9,6,4,4,4,False,1
IM0041516,2014-05-03 19:56:00,1453.6,2874,2,58,4,4,4,4,True,1
IM0041517,2014-06-03 04:22:00,3.75,2436,2,45,6,2,2,2,False,1
IM0041518,2014-06-03 08:03:00,8.483333333333333,1083,4,21,10,4,4,4,False,1
IM0041519,2014-06-03 08:21:00,3672.35,1091,4,21,10,5,5,2,True,1
IM0041520,2014-06-03 08:24:00,7.166666666666667,2304,2,45,10,4,4,4,False,1
IM0041521,2014-06-03 09:02:00,3.2,2725,12,58,6,3,3,3,False,1
IM0041522,2014-06-03 09:05:00,722.0,2487,2,45,6,3,3,3,True,1
IM0041523,2014-06-03 09:10:00,2932.5666666666666,2487,2,45,6,3,3,3,True,1
IM0041524,2014-06-03 09:14:00,0.03333333333333333,2263,11,41,6,4,4,4,False,1
IM0041525,2014-06-03 09:18:00,6.633333333333334,2709,12,58,0,3,3,3,False,1
IM0041526,2014-06-03 09:21:00,4.983333333333333,2455,2,45,10,3,3,3,False,1
IM0041527,2014-06-03 09:27:00,6.633333333333334,2285,2,45,6,3,3,3,False,1
IM0041528,2014-06-03 09:40:00,721.25,2276,2,45,6,3,3,3,True,1
IM0041529,2014-06-03 09:49:00,718.6,2487,2,45,6,3,3,3,True,1
IM0041530,2014-06-03 09:52:00,0.7166666666666667,2725,12,58,10,3,3,3,False,1
IM0041531,2014-06-03 09:55:00,724.3,13,10,1,10,2,2,2,True,1
IM0041532,2014-06-03 09:56:00,0.8166666666666667,2684,12,45,6,4,4,4,False,1
IM0041533,2014-05-03 16:24:00,737.1833333333333,2436,2,45,6,3,3,3,True,1
IM0041534,2014-05-03 16:30:00,737.7,2834,2,58,6,3,3,3,True,1
IM0041535,2014-05-03 16:38:00,0.7333333333333333,1014,2,10,10,4,4,4,False,1
IM0041536,2014-05-03 16:50:00,741.2166666666667,1050,2,10,6,3,3,3,True,1
IM0041537,2014-05-03 16:58:00,736.65,2489,2,45,6,4,4,4,True,1
IM0041539,2014-05-03 18:32:00,740.2833333333333,2487,2,45,6,3,3,3,True,1
IM0041540,2014-06-03 04:36:00,11.866666666666667,2240,11,41,11,2,2,2,False,1
IM0041541,2014-06-03 05:53:00,10.6,2660,4,33,11,5,5,2,False,1
IM0041542,2014-06-03 07:31:00,729.1833333333333,1050,2,10,10,2,2,2,True,1
IM0041543,2014-06-03 08:12:00,8.266666666666667,2276,2,45,10,3,3,3,False,1
IM0041544,2014-06-03 08:12:00,,2376,2,45,6,4,4,4,False,1
IM0041545,2014-06-03 08:18:00,,481,4,2,11,1,1,1,False,1
IM0041546,2014-06-03 08:25:00,0.7,2697,12,45,11,1,1,1,False,1
IM0041547,2014-06-03 08:40:00,2933.9666666666667,2268,2,42,6,4,4,4,True,1
IM0041548,2014-06-03 08:44:00,2.7333333333333334,2684,12,45,12,4,4,4,False,1
IM0041549,2014-06-03 08:50:00,2935.116666666667,1006,2,10,6,4,4,4,True,1
IM0041550,2014-06-03 08:53:00,4390.633333333333,2269,2,42,6,4,4,4,True,1
IM0041551,2014-06-03 09:18:00,3671.233333333333,2376,2,45,6,4,4,4,True,1
IM0041552,2014-06-03 09:19:00,720.0,2346,2,45,11,5,5,2,True,1
IM0041553,2014-06-03 09:29:00,724.0833333333334,2346,2,45,10,2,2,2,True,1
IM0041554,2014-06-03 09:45:00,5.05,2376,2,45,6,4,4,4,False,1
IM0041555,2014-06-03 09:46:00,724.6333333333333,2716,12,58,10,3,3,3,True,1
IM0041556,2014-06-03 09:55:00,5.75,2816,2,58,4,4,4,4,False,1
IM0041557,2014-06-03 10:05:00,0.9166666666666666,11,2,3,4,3,3,3,False,1
IM0041558,2014-06-03 10:16:00,0.5,1083,4,21,10,4,4,4,False,1
IM0041559,2014-06-03 10:20:00,,2487,2,45,4,4,4,4,False,1
IM0041560,2014-06-03 10:35:00,3.5166666666666666,2268,2,42,6,4,4,4,False,1
IM0041561,2014-06-03 10:39:00,2.933333333333333,2722,12,58,11,4,4,4,False,1
IM0041562,2014-06-03 10:39:00,2926.266666666667,2278,2,45,12,3,3,3,True,1
IM0041563,2014-06-03 11:01:00,723.1333333333333,2487,2,45,6,3,3,3,True,1
IM0041564,2014-06-03 11:02:00,,2747,12,58,4,3,3,3,False,1
IM0041565,2014-06-03 11:04:00,2924.9333333333334,2268,2,42,6,4,4,4,True,1
IM0041566,2014-06-03 11:08:00,3.6166666666666667,2758,12,58,11,4,4,4,False,1
IM0041567,2014-06-03 11:08:00,719.4,2376,2,45,6,4,4,4,True,1
IM0041568,2014-06-03 11:08:00,3670.0833333333335,2567,2,45,6,4,4,4,True,1
IM0041569,2014-06-03 11:09:00,,2487,2,45,6,3,3,3,False,1
IM0041570,2014-06-03 11:09:00,,2733,12,58,6,3,3,3,False,1
IM0041571,2014-06-03 11:11:00,3668.733333333333,2758,12,58,6,4,4,4,True,1
IM0041572,2014-05-03 16:37:00,1.2833333333333334,2834,2,58,4,3,3,3,False,1
IM0041573,2014-05-03 16:42:00,0.03333333333333333,2278,2,45,5,5,5,2,False,1
IM0041574,2014-05-03 16:58:00,0.8833333333333333,2709,12,58,10,3,3,3,False,1
IM0041575,2014-05-03 16:59:00,744.2333333333333,2267,2,42,10,4,4,4,True,1
IM0041576,2014-05-03 17:13:00,0.5333333333333333,2725,12,58,10,3,3,3,False,1
IM0041577,2014-05-03 17:32:00,735.6,2834,2,58,4,3,3,3,True,1
IM0041578,2014-05-03 17:55:00,737.1833333333333,2818,2,58,10,4,4,4,True,1
IM0041579,2014-05-03 18:06:00,735.2333333333333,2725,12,58,6,3,3,3,True,1
IM0041580,2014-06-03 02:23:00,5.783333333333333,2436,2,45,6,2,2,2,False,1
IM0041581,2014-06-03 07:32:00,1.45,12,2,3,10,3,3,3,False,1
IM0041582,2014-06-03 07:42:00,4392.633333333333,1090,4,21,1,4,4,4,True,1
IM0041583,2014-06-03 08:41:00,2931.35,1087,4,21,10,2,2,2,True,1
IM0041584,2014-06-03 08:45:00,2.9833333333333334,2262,11,41,12,2,2,2,False,1
IM0041585,2014-06-03 08:58:00,6.55,980,2,10,10,3,3,3,False,1
IM0041586,2014-06-03 09:12:00,1.7166666666666666,2346,2,45,11,2,2,2,False,1
IM0041587,2014-06-03 09:16:00,3677.3,2376,2,45,6,4,4,4,True,1
IM0041588,2014-06-03 09:20:00,2928.1666666666665,707,4,9,1,4,4,4,True,1
IM0041589,2014-06-03 09:23:00,1.3666666666666667,2464,2,45,10,2,2,2,False,1
IM0041590,2014-06-03 09:25:00,722.3666666666667,2298,2,45,6,4,4,4,True,1
IM0041591,2014-06-03 09:27:00,718.8833333333333,2346,2,45,11,2,2,2,True,1
IM0041592,2014-06-03 09:29:00,4.383333333333334,2346,2,45,11,2,2,2,False,1
IM0041593,2014-06-03 09:30:00,4.583333333333333,2666,12,45,6,2,2,2,False,1
IM0041594,2014-06-03 09:31:00,4.033333333333333,2346,2,45,11,2,2,2,False,1
IM0041595,2014-06-03 09:33:00,3.9833333333333334,2346,2,45,11,2,2,2,False,1
IM0041596,2014-06-03 09:35:00,3.716666666666667,2346,2,45,5,2,2,2,False,1
IM0041597,2014-06-03 09:45:00,2933.9333333333334,2849,2,58,0,3,3,3,True,1
IM0041598,2014-06-03 09:55:00,,6,5,7,6,2,3,1,False,1
IM0041599,2014-06-03 10:06:00,4.866666666666666,2025,4,21,1,4,4,4,False,1
IM0041600,2014-06-03 10:07:00,2.4833333333333334,2874,2,58,0,4,4,4,False,1
IM0041601,2014-06-03 10:09:00,7.366666666666666,2755,12,58,0,3,3,3,False,1
IM0041602,2014-06-03 10:13:00,5.433333333333334,2700,12,45,9,4,4,4,False,1
IM0041603,2014-06-03 10:16:00,4.516666666666667,1091,4,21,10,2,2,2,False,1
IM0041604,2014-06-03 10:18:00,2931.5666666666666,2584,2,45,10,3,3,3,True,1
IM0041605,2014-05-03 17:09:00,738.2666666666667,2684,12,45,0,4,4,4,True,1
IM0041606,2014-05-03 17:22:00,3663.85,2725,12,58,6,3,3,3,True,1
IM0041607,2014-06-03 07:55:00,3673.9,1090,4,21,10,4,4,4,True,1
IM0041608,2014-06-03 08:21:00,2.2333333333333334,2307,2,45,6,3,3,3,False,1
IM0041609,2014-06-03 08:42:00,2927.3,710,4,9,4,4,4,4,True,1
IM0041610,2014-06-03 08:47:00,,151,4,2,11,3,3,3,False,1
IM0041611,2014-06-03 08:54:00,1.5833333333333333,2494,2,45,12,5,5,2,False,1
IM0041612,2014-06-03 09:09:00,3673.6666666666665,2709,12,58,10,3,3,3,True,1
IM0041613,2014-06-03 09:10:00,0.9666666666666667,2725,12,58,6,3,3,3,False,1
IM0041614,2014-06-03 09:11:00,2.9833333333333334,2725,12,58,6,3,3,3,False,1
IM0041615,2014-06-03 09:13:00,6.333333333333333,2664,12,45,10,3,3,3,False,1
IM0041616,2014-06-03 09:19:00,3674.1,1095,4,21,10,4,4,4,True,1
IM0041617,2014-06-03 09:23:00,0.31666666666666665,2834,2,58,10,3,3,3,False,1
IM0041618,2014-06-03 09:23:00,4.25,2346,2,45,11,5,5,2,False,1
IM0041619,2014-06-03 09:24:00,4393.45,2025,4,21,1,4,4,4,True,1
IM0041620,2014-06-03 09:27:00,2.6666666666666665,648,11,5,1,2,2,2,False,1
IM0041621,2014-06-03 09:29:00,2.65,2255,11,41,1,2,2,2,False,1
IM0041622,2014-06-03 09:30:00,7.4,1014,2,10,4,4,4,4,False,1
IM0041623,2014-06-03 09:37:00,2.066666666666667,2278,2,45,5,3,3,3,False,1
IM0041624,2014-06-03 09:40:00,8.183333333333334,12,2,3,6,3,3,3,False,1
IM0041625,2014-06-03 09:41:00,0.25,2454,2,45,6,3,3,3,False,1
IM0041626,2014-06-03 09:44:00,7.75,2200,9,37,1,5,5,2,False,1
IM0041627,2014-06-03 09:46:00,0.36666666666666664,2834,2,58,10,3,3,3,False,1
IM0041628,2014-06-03 10:08:00,723.4166666666666,2094,8,29,10,4,4,4,True,1
IM0041629,2014-06-03 10:22:00,1.75,2874,2,58,10,3,3,3,False,1
IM0041630,2014-06-03 10:28:00,1.5333333333333334,2320,2,45,12,3,3,3,False,1
IM0041631,2014-06-03 10:40:00,0.7833333333333333,2725,12,58,10,3,3,3,False,1
IM0041632,2014-06-03 10:43:00,1.75,2725,12,58,10,3,3,3,False,1
IM0041633,2014-06-03 10:48:00,721.65,2302,2,45,11,3,3,3,True,1
IM0041634,2014-06-03 10:52:00,721.4666666666667,2584,2,45,10,3,3,3,True,1
IM0041635,2014-06-03 10:52:00,2.1166666666666667,2298,2,45,6,4,4,4,False,1
IM0041636,2014-06-03 10:54:00,2.0833333333333335,2298,2,45,6,4,4,4,False,1
IM0041637,2014-06-03 10:55:00,2928.233333333333,2501,2,45,5,2,2,2,True,1
IM0041638,2014-06-03 10:57:00,2.716666666666667,2869,2,58,0,3,3,3,False,1
IM0041639,2014-06-03 10:59:00,716.8166666666667,2751,12,58,4,4,4,4,True,1
IM0041640,2014-06-03 11:00:00,719.4333333333333,2745,12,58,0,3,3,3,True,1
IM0041641,2014-06-03 11:05:00,2924.9166666666665,2862,2,58,4,4,4,4,True,1
IM0041642,2014-06-03 11:05:00,0.36666666666666664,2725,12,58,12,3,3,3,False,1
IM0041643,2014-06-03 11:14:00,,2283,2,45,4,4,4,4,False,1
IM0041644,2014-06-03 11:34:00,5.9,1014,2,10,4,4,4,4,False,1
IM0041645,2014-06-03 11:37:00,3.5833333333333335,2283,2,45,6,4,4,4,False,1
IM0041646,2014-06-03 11:39:00,2.7666666666666666,2552,2,45,4,4,4,4,False,1
IM0041648,2014-06-03 10:05:00,3.1166666666666667,2839,2,58,6,4,4,4,False,1
IM0041649,2014-06-03 10:11:00,,12,2,3,10,3,3,3,False,1
IM0041650,2014-06-03 10:14:00,2.1666666666666665,2874,2,58,6,3,3,3,False,1
IM0041651,2014-06-03 10:30:00,3.35,2450,2,45,10,3,3,3,False,1
IM0041652,2014-06-03 11:00:00,723.6,1014,2,10,4,4,4,4,True,1
IM0041653,2014-06-03 11:02:00,4.6,2266,2,42,6,4,4,4,False,1
IM0041654,2014-06-03 11:04:00,,2501,2,45,6,3,3,3,False,1
IM0041655,2014-06-03 11:17:00,2.3333333333333335,2758,12,58,12,4,4,4,False,1
IM0041656,2014-06-03 11:23:00,7.533333333333333,2946,4,59,6,3,3,3,False,1
IM0041657,2014-06-03 11:43:00,721.45,2875,2,58,12,4,4,4,True,1
IM0041658,2014-06-03 11:45:00,,2453,2,45,13,3,3,3,False,1
IM0041659,2014-06-03 11:49:00,,2496,2,45,10,2,2,2,False,1
IM0041660,2014-06-03 11:56:00,0.55,2725,12,58,6,3,3,3,False,1
IM0041661,2014-06-03 12:02:00,1.2,2834,2,58,6,3,3,3,False,1
IM0041662,2014-06-03 12:07:00,,1613,4,21,1,3,3,3,False,1
IM0041663,2014-06-03 12:21:00,2.1,1013,2,10,10,2,2,2,False,1
IM0041664,2014-06-03 12:22:00,,2709,12,58,10,3,3,3,False,1
IM0041665,2014-06-03 12:26:00,3676.5666666666666,2576,2,45,5,3,3,3,True,1
IM0041666,2014-06-03 12:28:00,1.8333333333333333,2453,2,45,10,3,3,3,False,1
IM0041667,2014-06-03 12:42:00,,2454,2,45,6,3,3,3,False,1
IM0041668,2014-06-03 12:57:00,0.8833333333333333,2684,12,45,0,3,3,3,False,1
IM0041669,2014-06-03 13:10:00,0.2,2527,2,45,4,4,4,4,False,1
IM0041670,2014-06-03 13:21:00,0.6833333333333333,2834,2,58,12,3,3,3,False,1
IM0041671,2014-06-03 13:27:00,2.75,2453,2,45,0,3,3,3,False,1
IM0041672,2014-06-03 13:52:00,,2863,2,58,10,3,3,3,False,1
IM0041673,2014-06-03 13:56:00,,2863,2,58,10,3,3,3,False,1
IM0041674,2014-06-03 14:02:00,721.1,2834,2,58,9,4,4,4,True,1
IM0041675,2014-06-03 14:04:00,0.45,2725,12,58,12,3,3,3,False,1
IM0041676,2014-06-03 14:15:00,719.5833333333334,2455,2,45,6,3,3,3,True,1
IM0041677,2014-06-03 14:25:00,,2818,2,58,10,4,4,4,False,1
IM0041678,2014-06-03 14:25:00,717.4,2489,2,45,6,4,4,4,True,1
IM0041679,2014-06-03 14:27:00,,2863,2,58,6,3,3,3,False,1
IM0041680,2014-06-03 14:42:00,,2277,2,45,10,3,4,3,False,1
IM0041681,2014-06-03 14:49:00,0.5333333333333333,2725,12,58,12,3,3,3,False,1
IM0041682,2014-06-03 14:50:00,2926.6666666666665,2863,2,58,6,3,3,3,True,1
IM0041683,2014-06-03 14:52:00,1.35,2725,12,58,6,3,3,3,False,1
IM0041684,2014-06-03 15:15:00,3672.55,2874,2,58,10,4,4,4,True,1
IM0041685,2014-06-03 15:20:00,713.8333333333334,2747,12,58,4,3,3,3,True,1
IM0041686,2014-06-03 15:29:00,715.4666666666667,2818,2,58,10,4,4,4,True,1
IM0041687,2014-06-03 15:43:00,0.3333333333333333,2489,2,45,6,4,4,4,False,1
IM0041688,2014-06-03 15:45:00,3667.733333333333,2584,2,45,6,3,3,3,True,1
IM0041690,2014-06-03 10:40:00,722.05,1014,2,10,10,4,4,4,True,1
IM0041691,2014-06-03 10:43:00,2.5166666666666666,2818,2,58,10,4,4,4,False,1
IM0041692,2014-06-03 10:45:00,2927.483333333333,2845,2,58,10,3,3,3,True,1
IM0041693,2014-06-03 10:58:00,3675.6666666666665,2450,2,45,6,4,4,4,True,1
IM0041694,2014-06-03 11:02:00,3674.55,2182,9,37,6,4,4,4,True,1
IM0041695,2014-06-03 11:02:00,2930.233333333333,2709,12,58,12,3,3,3,True,1
IM0041696,2014-06-03 11:05:00,5.883333333333334,980,2,10,10,3,3,3,False,1
IM0041697,2014-06-03 11:08:00,2927.0333333333333,2874,2,58,4,2,2,2,True,1
IM0041698,2014-06-03 11:13:00,0.43333333333333335,2324,2,45,12,2,2,2,False,1
IM0041699,2014-06-03 11:25:00,0.85,2454,2,45,4,3,3,3,False,1
IM0041700,2014-06-03 11:27:00,2.1333333333333333,1014,2,10,11,4,4,4,False,1
IM0041701,2014-06-03 11:27:00,2925.266666666667,2025,4,21,1,4,4,4,True,1
IM0041702,2014-06-03 11:33:00,2.6666666666666665,2818,2,58,6,4,4,4,False,1
IM0041703,2014-06-03 11:33:00,2.65,2398,2,45,6,5,5,2,False,1
IM0041704,2014-06-03 11:44:00,,17,2,4,5,3,3,3,False,1
IM0041705,2014-06-03 11:49:00,4390.95,17,2,4,12,4,4,4,True,1
IM0041706,2014-06-03 11:54:00,0.38333333333333336,2451,2,45,12,3,3,3,False,1
IM0041707,2014-06-03 11:55:00,1.2833333333333334,2709,12,58,6,3,3,3,False,1
IM0041708,2014-06-03 11:59:00,0.23333333333333334,2453,2,45,10,3,3,3,False,1
IM0041709,2014-06-03 12:01:00,0.16666666666666666,984,2,10,6,3,3,3,False,1
IM0041710,2014-06-03 12:06:00,0.016666666666666666,2573,2,45,6,2,2,2,False,1
IM0041711,2014-06-03 12:07:00,716.8,2489,2,45,6,4,4,4,True,1
IM0041712,2014-06-03 12:09:00,722.15,2550,2,45,10,2,2,2,True,1
IM0041713,2014-06-03 12:13:00,2928.65,2025,4,21,1,4,4,4,True,1
IM0041714,2014-06-03 12:16:00,,1080,7,19,4,4,4,4,False,1
IM0041715,2014-06-03 12:16:00,3.0833333333333335,2818,2,58,6,4,4,4,False,1
IM0041716,2014-06-03 12:17:00,0.25,2527,2,45,10,4,4,4,False,1
IM0041717,2014-06-03 12:21:00,3.0,2487,2,45,6,4,4,4,False,1
IM0041718,2014-06-03 12:26:00,4389.733333333334,17,2,4,10,3,3,3,True,1
IM0041719,2014-06-03 12:27:00,3673.75,2487,2,45,6,4,4,4,True,1
IM0041720,2014-06-03 12:36:00,,12,2,3,10,3,3,3,False,1
IM0041721,2014-06-03 12:40:00,0.85,2454,2,45,10,3,3,3,False,1
IM0041722,2014-06-03 12:42:00,1.55,2709,12,58,10,4,4,4,False,1
IM0041723,2014-06-03 12:48:00,,1096,4,21,1,4,4,4,False,1
IM0041724,2014-06-03 12:54:00,717.0,2454,2,45,0,3,3,3,True,1
IM0041725,2014-06-03 12:58:00,,2295,2,45,10,2,2,2,False,1
IM0041726,2014-06-03 12:59:00,0.35,2447,2,45,10,3,3,3,False,1
IM0041727,2014-06-03 13:01:00,3.1333333333333333,2818,2,58,6,4,4,4,False,1
IM0041728,2014-06-03 13:11:00,2923.2166666666667,2025,4,21,1,4,4,4,True,1
IM0041729,2014-06-03 13:18:00,3.3333333333333335,1050,2,10,10,2,2,2,False,1
IM0041730,2014-06-03 13:28:00,721.8166666666667,2618,10,49,10,4,4,4,True,1
IM0041731,2014-06-03 11:13:00,4.05,2487,2,45,6,3,3,3,False,1
IM0041732,2014-06-03 11:18:00,2927.983333333333,2487,2,45,6,4,4,4,True,1
IM0041733,2014-06-03 11:20:00,2.816666666666667,2268,2,42,6,4,4,4,False,1
IM0041734,2014-06-03 11:25:00,721.65,12,2,3,10,3,3,3,True,1
IM0041735,2014-06-03 11:30:00,,12,2,3,1,4,4,4,False,1
IM0041736,2014-06-03 11:34:00,2926.7166666666667,2846,2,58,10,3,3,3,True,1
IM0041737,2014-06-03 11:39:00,0.3333333333333333,2,5,7,12,2,2,2,False,1
IM0041738,2014-06-03 11:42:00,4389.783333333334,2509,2,45,6,3,3,3,True,1
IM0041739,2014-06-03 11:50:00,4.5,2874,2,58,6,4,4,4,False,1
IM0041740,2014-06-03 12:15:00,4.3,2307,2,45,10,3,3,3,False,1
IM0041741,2014-06-03 12:23:00,3674.516666666667,2286,2,45,6,3,3,3,True,1
IM0041742,2014-06-03 12:25:00,,2268,2,42,6,4,4,4,False,1
IM0041743,2014-06-03 12:43:00,1.5,2489,2,45,6,4,4,4,False,1
IM0041744,2014-06-03 12:43:00,716.4333333333333,2376,2,45,6,4,4,4,True,1
IM0041745,2014-06-03 12:50:00,,2278,2,45,12,2,2,2,False,1
IM0041746,2014-06-03 13:03:00,,2454,2,45,10,3,3,3,False,1
IM0041747,2014-06-03 13:16:00,2.65,2415,2,45,10,3,3,3,False,1
IM0041748,2014-06-03 13:21:00,3667.383333333333,2489,2,45,6,4,4,4,True,1
IM0041749,2014-06-03 13:23:00,,2376,2,45,6,4,4,4,False,1
IM0041750,2014-06-03 13:36:00,3673.4333333333334,2268,2,42,6,4,4,4,True,1
IM0041751,2014-06-03 13:37:00,2.75,674,7,6,1,2,2,2,False,1
IM0041752,2014-06-03 13:48:00,0.45,2725,12,58,12,3,3,3,False,1
IM0041753,2014-06-03 13:53:00,0.2833333333333333,2567,2,45,9,4,4,4,False,1
IM0041754,2014-06-03 13:56:00,2.1166666666666667,2745,12,58,0,3,3,3,False,1
IM0041755,2014-06-03 13:56:00,720.5166666666667,2869,2,58,12,4,4,4,True,1
IM0041756,2014-06-03 14:30:00,,2846,2,58,11,4,4,4,False,1
IM0041757,2014-06-03 14:31:00,2.033333333333333,2450,2,45,12,3,3,3,False,1
IM0041758,2014-06-03 14:31:00,0.08333333333333333,2834,2,58,6,3,3,3,False,1
IM0041759,2014-06-03 14:37:00,713.7166666666667,2869,2,58,6,4,4,4,True,1
IM0041760,2014-06-03 14:39:00,2921.15,2530,2,45,10,3,3,3,True,1
IM0041761,2014-06-03 14:41:00,719.3666666666667,2834,2,58,10,3,3,3,True,1
IM0041762,2014-06-03 14:41:00,0.7833333333333333,2834,2,58,10,3,3,3,False,1
IM0041763,2014-06-03 14:44:00,0.7666666666666667,2834,2,58,10,3,3,3,False,1
IM0041764,2014-06-03 14:47:00,0.26666666666666666,2347,2,45,12,2,2,2,False,1
